!CSV A.01.01,,,,,,,,,,,,
!Ceyear Technologies,3672E,ZFL00040,2.1.5,,,,,,,,,
!Date:,2022/6/12 12:11,,,,,,,,,,,
!Source:,GCA Sweep Data,,,,,,,,,,,
,,,,,,,,,,,,
Calibration State:,ON,,,,,,,,,,,
Num Freq Points: ,101,,,,,,,,,,,
Num Iterations: ,30,,,,,,,,,,,
,,,,,,,,,,,,
Frequncy,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
4.28E+09,-4.583283,-85.487963,-9.227522,-11.092641,4.779126,137.828962,11.335407,-149.035885,2.671241,-62.042512,0,0
4.28E+09,-4.583283,-85.487963,-8.712206,-9.755592,5.227137,139.095854,11.335407,-149.035885,2.603936,-62.112669,0,0
4.28E+09,-4.583283,-85.487963,-8.196195,-8.286933,5.689598,140.513866,11.335407,-149.035885,2.550386,-62.163316,0,0
4.28E+09,-4.583283,-85.487963,-7.680659,-6.912203,6.155252,141.83034,11.335407,-149.035885,2.500504,-62.221572,0,0
4.28E+09,-4.583283,-85.487963,-7.162867,-5.492213,6.595685,143.178338,11.335407,-149.035885,2.423146,-62.293564,0,0
4.28E+09,-4.583283,-85.487963,-6.645395,-4.039446,7.028003,144.557153,11.335407,-149.035885,2.337991,-62.367516,0,0
4.28E+09,-4.583283,-85.487963,-6.126706,-2.604235,7.468445,145.926843,11.335407,-149.035885,2.259744,-62.433037,0,0
4.28E+09,-4.583283,-85.487963,-5.608286,-1.169594,7.870623,147.283634,11.335407,-149.035885,2.143502,-62.510887,0,0
4.28E+09,-4.583283,-85.487963,-5.088244,0.320974,8.269454,148.713738,11.335407,-149.035885,2.022291,-62.571351,0,0
4.28E+09,-4.583283,-85.487963,-4.569106,1.820185,8.65804,150.155246,11.335407,-149.035885,1.891739,-62.629054,0,0
4.28E+09,-4.583283,-85.487963,-4.048519,3.442995,9.014606,151.722368,11.335407,-149.035885,1.727718,-62.684742,0,0
4.28E+09,-4.583283,-85.487963,-3.531061,4.977594,9.355343,153.215695,11.335407,-149.035885,1.550997,-62.726014,0,0
4.28E+09,-4.583283,-85.487963,-3.011865,6.563918,9.682583,154.777257,11.335407,-149.035885,1.359041,-62.750776,0,0
4.28E+09,-4.583283,-85.487963,-2.495135,8.129497,9.989507,156.316794,11.335407,-149.035885,1.149235,-62.776818,0,0
4.28E+09,-4.583283,-85.487963,-1.979086,9.71479,10.268349,157.89603,11.335407,-149.035885,0.912027,-62.782875,0,0
4.28E+09,-4.583283,-85.487963,-1.462063,11.391871,10.53752,159.592167,11.335407,-149.035885,0.664176,-62.763818,0,0
4.28E+09,-4.583283,-85.487963,-0.947428,13.025528,10.785268,161.250064,11.335407,-149.035885,0.397289,-62.739578,0,0
4.28E+09,-4.583283,-85.487963,-0.432668,14.735939,11.006331,163.006749,11.335407,-149.035885,0.103592,-62.693305,0,0
4.28E+09,-4.583283,-85.487963,0.079428,16.374622,11.205057,164.708607,11.335407,-149.035885,-0.209779,-62.63013,0,0
4.28E+09,-4.583283,-85.487963,0.590993,18.060889,11.390108,166.465574,11.335407,-149.035885,-0.536292,-62.55943,0,0
4.28E+09,-4.583283,-85.487963,1.099915,19.807845,11.538207,168.290968,11.335407,-149.035885,-0.897115,-62.480992,0,0
4.28E+09,-4.583283,-85.487963,1.608838,21.529843,11.66903,170.09292,11.335407,-149.035885,-1.275215,-62.401038,0,0
4.28E+09,-4.583283,-85.487963,2.113745,23.340822,11.787134,171.987932,11.335407,-149.035885,-1.662018,-62.317005,0,0
4.28E+09,-4.583283,-85.487963,2.617989,25.136849,11.881319,173.857725,11.335407,-149.035885,-2.072077,-62.243239,0,0
4.28E+09,-4.583283,-85.487963,3.118458,26.934067,11.967872,175.730678,11.335407,-149.035885,-2.485994,-62.167504,0,0
4.28E+09,-4.583283,-85.487963,3.618299,28.760346,12.046031,177.627208,11.335407,-149.035885,-2.907674,-62.097254,0,0
4.28E+09,-4.583283,-85.487963,4.114904,30.603643,12.110155,179.538484,11.335407,-149.035885,-3.340156,-62.029273,0,0
4.28E+09,-4.583283,-85.487963,4.60843,32.462435,12.166807,-178.540247,11.335407,-149.035885,-3.77703,-61.966798,0,0
4.32E+09,-4.561948,-23.60971,-10.499002,59.014996,3.60042,-152.211661,10.210425,-77.850617,3.888997,-133.37604,0,0
4.32E+09,-4.561948,-23.60971,-9.984631,60.429262,4.09656,-150.832804,10.210425,-77.850617,3.870767,-133.411449,0,0
4.32E+09,-4.561948,-23.60971,-9.471135,61.879252,4.563985,-149.446233,10.210425,-77.850617,3.824695,-133.474868,0,0
4.32E+09,-4.561948,-23.60971,-8.954558,63.204907,5.03967,-148.160326,10.210425,-77.850617,3.783804,-133.514617,0,0
4.32E+09,-4.561948,-23.60971,-8.438477,64.689287,5.524824,-146.719491,10.210425,-77.850617,3.752876,-133.558161,0,0
4.32E+09,-4.561948,-23.60971,-7.921118,66.121969,5.980547,-145.357305,10.210425,-77.850617,3.69124,-133.628658,0,0
4.32E+09,-4.561948,-23.60971,-7.403657,67.617314,6.445154,-143.920738,10.210425,-77.850617,3.638386,-133.687435,0,0
4.32E+09,-4.561948,-23.60971,-6.885099,69.066001,6.90822,-142.523618,10.210425,-77.850617,3.582894,-133.739003,0,0
4.32E+09,-4.561948,-23.60971,-6.366221,70.523563,7.355776,-141.139669,10.210425,-77.850617,3.511573,-133.812616,0,0
4.32E+09,-4.561948,-23.60971,-5.846893,72.035271,7.790574,-139.701206,10.210425,-77.850617,3.427043,-133.88586,0,0
4.32E+09,-4.561948,-23.60971,-5.328348,73.533668,8.227238,-138.257099,10.210425,-77.850617,3.345162,-133.94015,0,0
4.32E+09,-4.561948,-23.60971,-4.808322,75.125916,8.647055,-136.74007,10.210425,-77.850617,3.244953,-134.01537,0,0
4.32E+09,-4.561948,-23.60971,-4.289813,76.680132,9.047618,-135.256076,10.210425,-77.850617,3.127007,-134.085592,0,0
4.32E+09,-4.561948,-23.60971,-3.771909,78.23536,9.435064,-133.7704,10.210425,-77.850617,2.996549,-134.155144,0,0
4.32E+09,-4.561948,-23.60971,-3.253356,79.83651,9.811913,-132.242189,10.210425,-77.850617,2.854844,-134.228082,0,0
4.32E+09,-4.561948,-23.60971,-2.737358,81.431926,10.156635,-130.708892,10.210425,-77.850617,2.683569,-134.290201,0,0
4.32E+09,-4.561948,-23.60971,-2.220585,83.064866,10.483536,-129.1396,10.210425,-77.850617,2.493696,-134.35385,0,0
4.32E+09,-4.561948,-23.60971,-1.705387,84.668957,10.806551,-127.593738,10.210425,-77.850617,2.301514,-134.412079,0,0
4.32E+09,-4.561948,-23.60971,-1.190451,86.327227,11.081609,-125.976054,10.210425,-77.850617,2.061635,-134.452665,0,0
4.32E+09,-4.561948,-23.60971,-0.679262,87.972066,11.347141,-124.367643,10.210425,-77.850617,1.815979,-134.489093,0,0
4.32E+09,-4.561948,-23.60971,-0.168147,89.651426,11.595595,-122.708103,10.210425,-77.850617,1.553318,-134.508913,0,0
4.32E+09,-4.561948,-23.60971,0.3403,91.426189,11.800848,-120.941031,10.210425,-77.850617,1.250124,-134.516604,0,0
4.32E+09,-4.561948,-23.60971,0.847829,93.194064,11.985133,-119.166113,10.210425,-77.850617,0.92688,-134.509561,0,0
4.32E+09,-4.561948,-23.60971,1.351672,94.905275,12.153614,-117.435655,10.210425,-77.850617,0.591518,-134.490314,0,0
4.32E+09,-4.561948,-23.60971,1.85544,96.622663,12.283762,-115.700898,10.210425,-77.850617,0.217898,-134.472945,0,0
4.32E+09,-4.561948,-23.60971,2.355607,98.409449,12.403843,-113.88947,10.210425,-77.850617,-0.162189,-134.448303,0,0
4.32E+09,-4.561948,-23.60971,2.853965,100.304284,12.511932,-111.965675,10.210425,-77.850617,-0.552458,-134.419342,0,0
4.32E+09,-4.561948,-23.60971,3.352262,102.050155,12.596578,-110.188782,10.210425,-77.850617,-0.966108,-134.388321,0,0
4.32E+09,-4.561948,-23.60971,3.847024,103.911558,12.67542,-108.29756,10.210425,-77.850617,-1.382028,-134.358501,0,0
4.32E+09,-4.561948,-23.60971,4.340149,105.796819,12.746019,-106.368545,10.210425,-77.850617,-1.804555,-134.314748,0,0
4.36E+09,-4.221147,-151.405815,-10.414209,-156.635805,3.6924,-7.992773,9.439432,149.638752,4.667177,-0.99572,0,0
4.36E+09,-4.221147,-151.405815,-9.898656,-155.32382,4.177931,-6.732938,9.439432,149.638752,4.637155,-1.04787,0,0
4.36E+09,-4.221147,-151.405815,-9.384014,-153.939782,4.650251,-5.394424,9.439432,149.638752,4.594833,-1.093394,0,0
4.36E+09,-4.221147,-151.405815,-8.866887,-152.560865,5.138536,-4.054415,9.439432,149.638752,4.565991,-1.132302,0,0
4.36E+09,-4.221147,-151.405815,-8.350518,-151.209705,5.618779,-2.752986,9.439432,149.638752,4.529865,-1.182033,0,0
4.36E+09,-4.221147,-151.405815,-7.833957,-149.876109,6.085029,-1.476733,9.439432,149.638752,4.479554,-1.239375,0,0
4.36E+09,-4.221147,-151.405815,-7.315416,-148.440952,6.561046,-0.084939,9.439432,149.638752,4.43703,-1.282738,0,0
4.36E+09,-4.221147,-151.405815,-6.797045,-147.01465,7.034262,1.28342,9.439432,149.638752,4.391876,-1.340681,0,0
4.36E+09,-4.221147,-151.405815,-6.277289,-145.593802,7.486287,2.640233,9.439432,149.638752,4.324144,-1.404717,0,0
4.36E+09,-4.221147,-151.405815,-5.758673,-144.088648,7.935818,4.083599,9.439432,149.638752,4.255059,-1.466504,0,0
4.36E+09,-4.221147,-151.405815,-5.238351,-142.611847,8.400241,5.506611,9.439432,149.638752,4.19916,-1.520293,0,0
4.36E+09,-4.221147,-151.405815,-4.719565,-141.050644,8.821196,6.998779,9.439432,149.638752,4.101329,-1.589329,0,0
4.36E+09,-4.221147,-151.405815,-4.199183,-139.520504,9.247837,8.469537,9.439432,149.638752,4.007588,-1.648711,0,0
4.36E+09,-4.221147,-151.405815,-3.682034,-138.066432,9.667213,9.850343,9.439432,149.638752,3.909815,-1.721976,0,0
4.36E+09,-4.221147,-151.405815,-3.162985,-136.503791,10.052699,11.343987,9.439432,149.638752,3.776252,-1.790973,0,0
4.36E+09,-4.221147,-151.405815,-2.646843,-134.9821,10.427356,12.800585,9.439432,149.638752,3.634767,-1.856067,0,0
4.36E+09,-4.221147,-151.405815,-2.130591,-133.355717,10.799181,14.35812,9.439432,149.638752,3.490339,-1.924914,0,0
4.36E+09,-4.221147,-151.405815,-1.616384,-131.640211,11.122399,16.005782,9.439432,149.638752,3.299351,-1.992759,0,0
4.36E+09,-4.221147,-151.405815,-1.104357,-130.02471,11.438343,17.567338,9.439432,149.638752,3.103268,-2.046703,0,0
4.36E+09,-4.221147,-151.405815,-0.592202,-128.431437,11.738723,19.108977,9.439432,149.638752,2.891493,-2.098337,0,0
4.36E+09,-4.221147,-151.405815,-0.083327,-126.737464,11.985864,20.76165,9.439432,149.638752,2.629759,-2.139637,0,0
4.36E+09,-4.221147,-151.405815,0.424688,-125.037336,12.22512,22.436448,9.439432,149.638752,2.361,-2.164968,0,0
4.36E+09,-4.221147,-151.405815,0.929486,-123.278059,12.439269,24.164757,9.439432,149.638752,2.070352,-2.195936,0,0
4.36E+09,-4.221147,-151.405815,1.433478,-121.65102,12.613969,25.772875,9.439432,149.638752,1.741058,-2.214857,0,0
4.36E+09,-4.221147,-151.405815,1.933714,-119.900727,12.770502,27.495951,9.439432,149.638752,1.397356,-2.242073,0,0
4.36E+09,-4.221147,-151.405815,2.43345,-118.082733,12.917378,29.287103,9.439432,149.638752,1.044496,-2.268916,0,0
4.36E+09,-4.221147,-151.405815,2.929275,-116.348952,13.031281,30.986264,9.439432,149.638752,0.662574,-2.303536,0,0
4.36E+09,-4.221147,-151.405815,3.425124,-114.508835,13.142444,32.803632,9.439432,149.638752,0.277887,-2.326284,0,0
4.36E+09,-4.221147,-151.405815,3.917777,-112.748284,13.242225,34.538261,9.439432,149.638752,-0.114983,-2.352207,0,0
4.36E+09,-4.221147,-151.405815,4.408566,-110.994314,13.324806,36.273804,9.439432,149.638752,-0.523192,-2.370633,0,0
4.40E+09,-4.762782,-87.922146,-10.360743,-155.07246,3.730115,-6.895595,10.401146,-144.910604,3.689712,-66.912531,0,0
4.40E+09,-4.762782,-87.922146,-9.847728,-153.756213,4.199389,-5.622145,10.401146,-144.910604,3.64597,-66.955328,0,0
4.40E+09,-4.762782,-87.922146,-9.331959,-152.371704,4.68064,-4.267529,10.401146,-144.910604,3.611454,-66.985221,0,0
4.40E+09,-4.762782,-87.922146,-8.816307,-151.068733,5.168507,-3.011981,10.401146,-144.910604,3.583668,-67.032644,0,0
4.40E+09,-4.762782,-87.922146,-8.298263,-149.667188,5.625248,-1.645822,10.401146,-144.910604,3.522364,-67.06803,0,0
4.40E+09,-4.762782,-87.922146,-7.782033,-148.253317,6.092602,-0.271493,10.401146,-144.910604,3.473489,-67.107571,0,0
4.40E+09,-4.762782,-87.922146,-7.263328,-146.857884,6.565568,1.08391,10.401146,-144.910604,3.42775,-67.147601,0,0
4.40E+09,-4.762782,-87.922146,-6.745602,-145.391368,7.00711,2.509179,10.401146,-144.910604,3.351566,-67.188848,0,0
4.40E+09,-4.762782,-87.922146,-6.225971,-143.89855,7.452641,3.963166,10.401146,-144.910604,3.277465,-67.227679,0,0
4.40E+09,-4.762782,-87.922146,-5.707783,-142.410646,7.908813,5.422795,10.401146,-144.910604,3.21545,-67.255955,0,0
4.40E+09,-4.762782,-87.922146,-5.186766,-140.891068,8.323518,6.912918,10.401146,-144.910604,3.109137,-67.28541,0,0
4.40E+09,-4.762782,-87.922146,-4.668139,-139.428052,8.731174,8.369621,10.401146,-144.910604,2.998166,-67.291723,0,0
4.40E+09,-4.762782,-87.922146,-4.149794,-137.949126,9.14119,9.84564,10.401146,-144.910604,2.889838,-67.29463,0,0
4.40E+09,-4.762782,-87.922146,-3.629894,-136.383273,9.50474,11.416071,10.401146,-144.910604,2.733487,-67.290052,0,0
4.40E+09,-4.762782,-87.922146,-3.113112,-134.769394,9.867701,13.048061,10.401146,-144.910604,2.579667,-67.271941,0,0
4.40E+09,-4.762782,-87.922146,-2.595322,-133.210298,10.220698,14.639731,10.401146,-144.910604,2.414874,-67.239366,0,0
4.40E+09,-4.762782,-87.922146,-2.079894,-131.588738,10.531765,16.309948,10.401146,-144.910604,2.210513,-67.19071,0,0
4.40E+09,-4.762782,-87.922146,-1.563861,-130.009311,10.830034,17.9527,10.401146,-144.910604,1.992748,-67.127385,0,0
4.40E+09,-4.762782,-87.922146,-1.050405,-128.378842,11.11821,19.658536,10.401146,-144.910604,1.767468,-67.052018,0,0
4.40E+09,-4.762782,-87.922146,-0.537454,-126.699804,11.361468,21.423256,10.401146,-144.910604,1.497775,-66.966335,0,0
4.40E+09,-4.762782,-87.922146,-0.027855,-124.986205,11.593556,23.236077,10.401146,-144.910604,1.220265,-66.867114,0,0
4.40E+09,-4.762782,-87.922146,0.480678,-123.381557,11.805874,24.951571,10.401146,-144.910604,0.924051,-66.756267,0,0
4.40E+09,-4.762782,-87.922146,0.985667,-121.667692,11.976597,26.775551,10.401146,-144.910604,0.589783,-66.646153,0,0
4.40E+09,-4.762782,-87.922146,1.490215,-119.930281,12.129912,28.628009,10.401146,-144.910604,0.238551,-66.531106,0,0
4.40E+09,-4.762782,-87.922146,1.990994,-118.204396,12.264907,30.464711,10.401146,-144.910604,-0.127233,-66.420289,0,0
4.40E+09,-4.762782,-87.922146,2.489857,-116.454641,12.374746,32.305229,10.401146,-144.910604,-0.516257,-66.329526,0,0
4.40E+09,-4.762782,-87.922146,2.987589,-114.69055,12.473329,34.164602,10.401146,-144.910604,-0.915406,-66.234244,0,0
4.40E+09,-4.762782,-87.922146,3.481765,-112.94197,12.565305,36.00344,10.401146,-144.910604,-1.317607,-66.143985,0,0
4.40E+09,-4.762782,-87.922146,3.975539,-111.128054,12.636417,37.898624,10.401146,-144.910604,-1.740267,-66.062718,0,0
4.40E+09,-4.762782,-87.922146,4.465013,-109.308188,12.703635,39.805243,10.401146,-144.910604,-2.162524,-65.975964,0,0
4.44E+09,-3.57993,118.470823,-10.336777,-13.382715,3.765852,134.625968,10.231997,72.459233,3.870632,75.54945,0,0
4.44E+09,-3.57993,118.470823,-9.821707,-12.013765,4.256272,135.96316,10.231997,72.459233,3.845982,75.517692,0,0
4.44E+09,-3.57993,118.470823,-9.305854,-10.664721,4.757126,137.271393,10.231997,72.459233,3.830984,75.476881,0,0
4.44E+09,-3.57993,118.470823,-8.789776,-9.324614,5.223353,138.555734,10.231997,72.459233,3.781132,75.421115,0,0
4.44E+09,-3.57993,118.470823,-8.272763,-7.96935,5.69782,139.856882,10.231997,72.459233,3.738586,75.366998,0,0
4.44E+09,-3.57993,118.470823,-7.754715,-6.533277,6.192598,141.248437,10.231997,72.459233,3.715316,75.322481,0,0
4.44E+09,-3.57993,118.470823,-7.237804,-5.142247,6.644117,142.568658,10.231997,72.459233,3.649924,75.251671,0,0
4.44E+09,-3.57993,118.470823,-6.718012,-3.761798,7.112771,143.886545,10.231997,72.459233,3.598786,75.18911,0,0
4.44E+09,-3.57993,118.470823,-6.199161,-2.291209,7.593218,145.318101,10.231997,72.459233,3.560382,75.150077,0,0
4.44E+09,-3.57993,118.470823,-5.679241,-0.853977,8.030102,146.671336,10.231997,72.459233,3.477346,75.06608,0,0
4.44E+09,-3.57993,118.470823,-5.160429,0.611706,8.477255,148.066316,10.231997,72.459233,3.405688,74.995377,0,0
4.44E+09,-3.57993,118.470823,-4.639631,2.134666,8.930572,149.526073,10.231997,72.459233,3.338207,74.932174,0,0
4.44E+09,-3.57993,118.470823,-4.121368,3.595106,9.341653,150.908502,10.231997,72.459233,3.231025,74.854163,0,0
4.44E+09,-3.57993,118.470823,-3.601931,5.125894,9.755368,152.367093,10.231997,72.459233,3.125302,74.781966,0,0
4.44E+09,-3.57993,118.470823,-3.08519,6.645388,10.169607,153.815545,10.231997,72.459233,3.022801,74.710924,0,0
4.44E+09,-3.57993,118.470823,-2.568087,8.144838,10.529509,155.236116,10.231997,72.459233,2.865599,74.632045,0,0
4.44E+09,-3.57993,118.470823,-2.053386,9.794864,10.890408,156.818567,10.231997,72.459233,2.711798,74.56447,0,0
4.44E+09,-3.57993,118.470823,-1.539417,11.321146,11.238311,158.280602,10.231997,72.459233,2.545731,74.500223,0,0
4.44E+09,-3.57993,118.470823,-1.026408,12.933059,11.546401,159.825889,10.231997,72.459233,2.340812,74.433597,0,0
4.44E+09,-3.57993,118.470823,-0.516589,14.527383,11.837541,161.368092,10.231997,72.459233,2.122134,74.381476,0,0
4.44E+09,-3.57993,118.470823,-0.007522,16.165022,12.119534,162.971947,10.231997,72.459233,1.895059,74.347692,0,0
4.44E+09,-3.57993,118.470823,0.49722,17.804114,12.35095,164.591314,10.231997,72.459233,1.621733,74.327967,0,0
4.44E+09,-3.57993,118.470823,1.001224,19.430738,12.569473,166.20667,10.231997,72.459233,1.336252,74.316699,0,0
4.44E+09,-3.57993,118.470823,1.501421,21.14868,12.763171,167.937696,10.231997,72.459233,1.029753,74.329783,0,0
4.44E+09,-3.57993,118.470823,2.000552,22.875728,12.919294,169.673483,10.231997,72.459233,0.686746,74.338521,0,0
4.44E+09,-3.57993,118.470823,2.495915,24.655198,13.06151,171.464396,10.231997,72.459233,0.333598,74.349965,0,0
4.44E+09,-3.57993,118.470823,2.990323,26.328525,13.190024,173.151797,10.231997,72.459233,-0.032296,74.364039,0,0
4.44E+09,-3.57993,118.470823,3.48116,28.090717,13.294567,174.925425,10.231997,72.459233,-0.41859,74.375474,0,0
4.44E+09,-3.57993,118.470823,3.971616,29.920751,13.388628,176.758317,10.231997,72.459233,-0.814985,74.378333,0,0
4.44E+09,-3.57993,118.470823,4.458427,31.674806,13.476459,178.528408,10.231997,72.459233,-1.213965,74.394369,0,0
4.48E+09,-4.706496,-94.998713,-10.178459,-83.755939,3.888243,63.88189,10.810029,-146.085485,3.256673,-66.276686,0,0
4.48E+09,-4.706496,-94.998713,-9.664821,-82.37899,4.384908,65.216646,10.810029,-146.085485,3.2397,-66.318879,0,0
4.48E+09,-4.706496,-94.998713,-9.149226,-81.086854,4.85038,66.438558,10.810029,-146.085485,3.189577,-66.389102,0,0
4.48E+09,-4.706496,-94.998713,-8.633111,-79.691351,5.324661,67.78422,10.810029,-146.085485,3.147744,-66.438943,0,0
4.48E+09,-4.706496,-94.998713,-8.114679,-78.347252,5.815956,69.067439,10.810029,-146.085485,3.120606,-66.499824,0,0
4.48E+09,-4.706496,-94.998713,-7.598805,-76.927581,6.272609,70.419559,10.810029,-146.085485,3.061385,-66.567375,0,0
4.48E+09,-4.706496,-94.998713,-7.079764,-75.541808,6.738853,71.741226,10.810029,-146.085485,3.008588,-66.63148,0,0
4.48E+09,-4.706496,-94.998713,-6.56152,-74.103032,7.218803,73.124531,10.810029,-146.085485,2.970294,-66.686952,0,0
4.48E+09,-4.706496,-94.998713,-6.043369,-72.706854,7.646622,74.411674,10.810029,-146.085485,2.879963,-66.795986,0,0
4.48E+09,-4.706496,-94.998713,-5.523282,-71.266035,8.098028,75.783145,10.810029,-146.085485,2.811281,-66.865334,0,0
4.48E+09,-4.706496,-94.998713,-5.004461,-69.922984,8.545404,77.037231,10.810029,-146.085485,2.739836,-66.9543,0,0
4.48E+09,-4.706496,-94.998713,-4.483964,-68.305051,8.956866,78.560184,10.810029,-146.085485,2.6308,-67.04928,0,0
4.48E+09,-4.706496,-94.998713,-3.96544,-66.846273,9.363919,79.914141,10.810029,-146.085485,2.51933,-67.154101,0,0
4.48E+09,-4.706496,-94.998713,-3.445968,-65.353302,9.772185,81.303946,10.810029,-146.085485,2.408124,-67.257267,0,0
4.48E+09,-4.706496,-94.998713,-2.929411,-63.857664,10.132484,82.686664,10.810029,-146.085485,2.251866,-67.370187,0,0
4.48E+09,-4.706496,-94.998713,-2.411276,-62.30399,10.489741,84.132515,10.810029,-146.085485,2.090988,-67.47801,0,0
4.48E+09,-4.706496,-94.998713,-1.896323,-60.696047,10.833728,85.629129,10.810029,-146.085485,1.920022,-67.589338,0,0
4.48E+09,-4.706496,-94.998713,-1.38084,-59.114413,11.13646,87.100236,10.810029,-146.085485,1.70727,-67.699866,0,0
4.48E+09,-4.706496,-94.998713,-0.86765,-57.534839,11.430823,88.57276,10.810029,-146.085485,1.488445,-67.806916,0,0
4.48E+09,-4.706496,-94.998713,-0.356895,-55.893455,11.700165,90.130017,10.810029,-146.085485,1.24703,-67.891042,0,0
4.48E+09,-4.706496,-94.998713,0.15363,-54.252841,11.932904,91.702138,10.810029,-146.085485,0.969245,-67.959535,0,0
4.48E+09,-4.706496,-94.998713,0.659774,-52.643684,12.142918,93.247725,10.810029,-146.085485,0.673115,-68.023105,0,0
4.48E+09,-4.706496,-94.998713,1.165113,-50.991091,12.337891,94.858596,10.810029,-146.085485,0.362749,-68.064827,0,0
4.48E+09,-4.706496,-94.998713,1.667503,-49.372717,12.490183,96.440061,10.810029,-146.085485,0.012651,-68.101738,0,0
4.48E+09,-4.706496,-94.998713,2.167821,-47.739552,12.630706,98.035997,10.810029,-146.085485,-0.347144,-68.138966,0,0
4.48E+09,-4.706496,-94.998713,2.664937,-45.916906,12.757935,99.827955,10.810029,-146.085485,-0.717031,-68.169654,0,0
4.48E+09,-4.706496,-94.998713,3.161296,-44.14011,12.862638,101.584249,10.810029,-146.085485,-1.108687,-68.190156,0,0
4.48E+09,-4.706496,-94.998713,3.653517,-42.416833,12.957718,103.277981,10.810029,-146.085485,-1.505828,-68.219702,0,0
4.48E+09,-4.706496,-94.998713,4.145213,-40.71236,13.047836,104.955121,10.810029,-146.085485,-1.907406,-68.247034,0,0
4.48E+09,-4.706496,-94.998713,4.632893,-38.931607,13.120076,106.723354,10.810029,-146.085485,-2.322846,-68.259554,0,0
4.52E+09,-4.348973,41.330236,-10.035636,-159.142788,4.047393,-11.759956,9.678624,-8.383781,4.404405,155.766613,0,0
4.52E+09,-4.348973,41.330236,-9.521538,-157.81008,4.513722,-10.460277,9.678624,-8.383781,4.356636,155.733584,0,0
4.52E+09,-4.348973,41.330236,-9.006068,-156.509412,5.001154,-9.2043,9.678624,-8.383781,4.328598,155.688892,0,0
4.52E+09,-4.348973,41.330236,-8.491517,-155.168999,5.498058,-7.884925,9.678624,-8.383781,4.310951,155.667855,0,0
4.52E+09,-4.348973,41.330236,-7.973231,-153.910173,5.960851,-6.673817,9.678624,-8.383781,4.255458,155.620137,0,0
4.52E+09,-4.348973,41.330236,-7.456626,-152.550164,6.436564,-5.341169,9.678624,-8.383781,4.214566,155.592776,0,0
4.52E+09,-4.348973,41.330236,-6.939928,-151.129429,6.926419,-3.953884,9.678624,-8.383781,4.187722,155.559325,0,0
4.52E+09,-4.348973,41.330236,-6.420905,-149.743477,7.379235,-2.608712,9.678624,-8.383781,4.121516,155.518545,0,0
4.52E+09,-4.348973,41.330236,-5.903072,-148.373156,7.842818,-1.271703,9.678624,-8.383781,4.067266,155.485234,0,0
4.52E+09,-4.348973,41.330236,-5.383493,-147.004311,8.319258,0.068658,9.678624,-8.383781,4.024128,155.45675,0,0
4.52E+09,-4.348973,41.330236,-4.86436,-145.512206,8.760323,1.531624,9.678624,-8.383781,3.946058,155.42761,0,0
4.52E+09,-4.348973,41.330236,-4.343966,-144.047236,9.209139,2.974763,9.678624,-8.383781,3.874481,155.40578,0,0
4.52E+09,-4.348973,41.330236,-3.825521,-142.486173,9.654936,4.517628,9.678624,-8.383781,3.801834,155.387582,0,0
4.52E+09,-4.348973,41.330236,-3.306494,-141.041982,10.07266,5.950519,9.678624,-8.383781,3.700531,155.376282,0,0
4.52E+09,-4.348973,41.330236,-2.789158,-139.587312,10.480377,7.394071,9.678624,-8.383781,3.590911,155.365164,0,0
4.52E+09,-4.348973,41.330236,-2.271904,-137.994675,10.891571,8.991499,9.678624,-8.383781,3.484851,155.369954,0,0
4.52E+09,-4.348973,41.330236,-1.757328,-136.44111,11.256038,10.550257,9.678624,-8.383781,3.334742,155.375148,0,0
4.52E+09,-4.348973,41.330236,-1.241204,-134.963988,11.614073,12.054569,9.678624,-8.383781,3.176653,155.402337,0,0
4.52E+09,-4.348973,41.330236,-0.728683,-133.445016,11.95806,13.604641,9.678624,-8.383781,3.008119,155.433438,0,0
4.52E+09,-4.348973,41.330236,-0.218304,-131.812844,12.25464,15.277693,9.678624,-8.383781,2.794321,155.474317,0,0
4.52E+09,-4.348973,41.330236,0.292125,-130.199644,12.531196,16.946875,9.678624,-8.383781,2.560447,155.5303,0,0
4.52E+09,-4.348973,41.330236,0.79837,-128.591292,12.789783,18.625667,9.678624,-8.383781,2.312789,155.60074,0,0
4.52E+09,-4.348973,41.330236,1.303724,-126.956308,12.995628,20.323395,9.678624,-8.383781,2.01328,155.663483,0,0
4.52E+09,-4.348973,41.330236,1.805574,-125.349946,13.181911,21.992229,9.678624,-8.383781,1.697714,155.725955,0,0
4.52E+09,-4.348973,41.330236,2.306484,-123.724558,13.352991,23.67681,9.678624,-8.383781,1.367884,155.785149,0,0
4.52E+09,-4.348973,41.330236,2.803509,-122.037432,13.489229,25.409535,9.678624,-8.383781,1.007097,155.830748,0,0
4.52E+09,-4.348973,41.330236,3.299474,-120.270443,13.619003,27.213427,9.678624,-8.383781,0.640905,155.867651,0,0
4.52E+09,-4.348973,41.330236,3.792497,-118.557646,13.735909,28.962439,9.678624,-8.383781,0.264788,155.903866,0,0
4.52E+09,-4.348973,41.330236,4.284555,-116.822769,13.8339,30.722655,9.678624,-8.383781,-0.12928,155.929205,0,0
4.52E+09,-4.348973,41.330236,4.773068,-115.087927,13.923475,32.484125,9.678624,-8.383781,-0.528216,155.955832,0,0
